community_id,city,state
5539,Niagara Falls,ON
9426,Woodstock,VT
1603,Wimberley,TX
8927,Marshfield,WI
12297,Immokalee,FL
1391,Winchester,VA
3324,Idaho Falls,ID
14354,Wetumpka,AL
891,Irving,TX
8801,Gonzales,LA
27270,Leaf River,IL
2927,Montrose,CA
141,Lenexa,KS
1238,Medford,MA
395,Safety Harbor,FL
2614,Geneva,IL
2782,Wood Dale,IL
730,Greenville,SC
968,Dover,NH
9559,Rome,NY
6567,Alexander City,AL
6430,Moore,SC
951,Naples,FL
2347,Bayonne,NJ
4228,Gig Harbor,WA
1565,Kelseyville,CA
1783,Winter Haven,FL
41855,Cuba,NM
1838,Woodstock,GA
1983,Sunland,CA
7486,Essex Junction,VT
7031,Richmond Hill,ON
5773,New Holland,PA
2755,Flower Mound,TX
9775,Cochrane,AB
4030,Newport,MN
5004,Walden,NY
2609,Joliet,IL
26668,Homer,IL
5820,Fayetteville,AR
3835,Navarre,FL
2506,High Bridge,NJ
4227,Great Falls,VA
8388,Niagara on the Lake,ON
4101,Clinton,TN
1188,Brookfield,CT
5944,Dighton,MA
1029,Ashland,OR
5252,East Wenatchee,WA
12025,Brentwood Bay,BC
2103,Crest Hill,IL
5535,Goodlettsville,TN
11824,Seward,NE
4150,Mableton,GA
736,Fitchburg,MA
13626,Leavenworth,WA
8205,Atascadero,CA
3995,Gardena,CA
2657,Seaford,NY
1558,Sun Valley,CA
1331,Norman,OK
2119,Asbury Park,NJ
6872,Toledo,OH
1782,Rockaway,NJ
3048,Mississauga,ON
4520,Fenton,MO
4353,Leduc,AB
1504,Fayetteville,TN
4173,East Hartford,CT
4624,Providence,UT
1222,Santa Rosa,CA
1655,Hudson,WI
914,Hendersonville,TN
12426,Wellesley,ON
4501,Prior Lake,MN
4241,Montgomeryville,PA
13778,Mcalester,OK
14305,Wytheville,VA
8146,Superior,WI
9201,Swansboro,NC
9524,Princeton,IN
223,South Weymouth,MA
2172,Boynton Beach,FL
998,Sunnyvale,CA
6441,Saint Johns,FL
7109,Verdun,QC
7854,Hamtramck,MI
5099,Chalmette,LA
3430,Riverside,MO
1335,Cody,WY
514,New Hope,PA
218,Hopkinton,MA
25812,Mound City,MO
1043,Wallingford,CT
4476,Vashon,WA
15510,Brooks,AB
2776,Satellite Beach,FL
3382,Oxnard,CA
249,Arlington,VA
6763,Williamston,MI
2166,Franklin Lakes,NJ
707,Marietta,GA
2413,Upland,CA
3488,New York,NY
15068,East Troy,WI
7038,Prescott Valley,AZ
1251,Kennett Square,PA
683,Hackettstown,NJ
4898,Weaverville,NC
344,Middleburg,FL
1967,Union,NJ
2408,Litchfield Park,AZ
7342,Fairbanks,AK
2436,Floral Park,NY
2736,Arcadia,CA
15473,Chesapeake City,MD
1141,Kirkland,WA
23848,Dover,AR
3441,Wexford,PA
608,Marlton,NJ
6022,Bedford,OH
21844,Aurora,MO
8558,Aiken,SC
260,Foley,AL
8716,Elk River,MN
1720,Staten Island,NY
8823,Uxbridge,ON
18817,Redan,GA
6940,Savage,MD
9143,Pahoa,HI
9085,Charlemont,MA
14343,Palisade,CO
19562,Big Sur,CA
17021,Sprakers,NY
20697,Cranesville,PA
676,Camp Hill,PA
3299,Rogers,AR
15706,Manistee,MI
4655,Yakima,WA
4836,Athens,GA
7076,Banner Elk,NC
16624,Robertsdale,AL
10251,Burgettstown,PA
11376,Willard,UT
3390,Rochester,NH
39278,Mclean,VA
12722,Fort Saskatchewan,AB
3030,Ames,IA
1,Wellesley,MA
6301,Cullman,AL
694,Rock Hill,SC
4586,Clinton Township,MI
1510,Burlington,MA
3473,Boston,MA
161,Montgomery,AL
2049,Reading,PA
1377,Sarasota,FL
2716,Hacienda Heights,CA
1804,Buffalo,NY
4722,Birmingham,MI
6347,Bloomfield Hills,MI
5411,Lake Placid,NY
3276,Elmsford,NY
7267,Cranberry Township,PA
3729,Vallejo,CA
3274,The Colony,TX
548,Fairfield,NJ
12998,Moundridge,KS
4577,Hilo,HI
9979,Clear Lake,IA
345,Belmar,NJ
2467,Spring Hill,FL
11900,Nevada,TX
5588,Keene,NY
883,Williamsburg,VA
2139,Ladson,SC
14266,Warrensburg,NY
6112,Hampstead,NC
644,El Cerrito,CA
13431,Pinetop,AZ
16476,Lipan,TX
15269,Blenheim,ON
1689,Mchenry,IL
10553,Sewanee,TN
3761,North Richland Hills,TX
7907,Riverside,CT
18125,Winneconne,WI
458,Hillsboro,OR
3215,Daly City,CA
6821,Wernersville,PA
3906,Abington,PA
18955,Rossville,IN
569,Highland,CA
5649,Branson,MO
692,Shawnee,KS
5083,Euless,TX
1307,Chilton,WI
6129,Burlington,ON
3969,Lansdowne,PA
1020,Franklin,MA
1916,Lakewood,NJ
19337,Raymond,WA
3466,Boston,MA
5848,Iowa City,IA
1713,Scotch Plains,NJ
1965,Ocean Springs,MS
1372,Glen Rock,NJ
12878,Camp Verde,AZ
7617,Browns Summit,NC
2948,Lexington,NC
5356,Prosper,TX
1028,Orange Park,FL
7477,Buffalo,WY
6182,Hockley,TX
1048,Palos Park,IL
5165,Austin,TX
2833,Missouri City,TX
21103,Meadow Creek,BC
5133,Caldwell,ID
21077,East Leroy,MI
6251,Waconia,MN
24874,Ozona,FL
2917,Bartlett,IL
1347,Springfield,MO
3935,Sewell,NJ
1818,Miller Place,NY
711,Fargo,ND
4117,Sumner,WA
7254,Gibsonia,PA
9770,Owen Sound,ON
937,Columbia,MD
18446,Mount Brydges,ON
9822,Margate City,NJ
3777,Renton,WA
4756,Sausalito,CA
14561,Harpersville,AL
3063,Stamford,CT
6893,Kingman,AZ
11979,Saint Johns,MI
6576,Payson,UT
463,Springfield,OR
669,South Lake Tahoe,CA
14926,Soda Springs,ID
1034,Redding,CA
3365,Richland Center,WI
10953,Quebec,QC
4472,Pikesville,MD
493,West Brookfield,MA
3426,Cocoa,FL
3467,Boston,MA
342,Waretown,NJ
9240,Twinsburg,OH
2214,Laguna Niguel,CA
4719,Ashburn,VA
24226,Belwood,ON
167,Cambridge,MA
9636,Cloverdale,CA
1270,Portsmouth,VA
8091,Sandusky,OH
545,Sparta,NJ
15157,Tupper Lake,NY
1693,Middletown,NJ
5376,Johnston,IA
7247,Duluth,MN
2960,Venice,CA
10100,Ancaster,ON
11032,Oliver,BC
5826,Sevierville,TN
17836,Rock Tavern,NY
12572,Providence Forge,VA
7524,Thomasville,NC
555,Santa Fe,NM
1849,Sebring,FL
10157,Lexington,NY
4391,Stockton,NJ
24343,Annandale on Hudson,NY
12205,Picton,ON
3172,Airdrie,AB
40,Barnstable,MA
10414,Sturgeon County,AB
3677,Shawnee,OK
74,Ayer,MA
353,Westfield,NJ
3236,Thorold,ON
3680,Athens,TX
151,Marshfield,MA
11905,Brandon,MB
11438,Powell River,BC
10523,Breckenridge,CO
8440,Flagler Beach,FL
14420,Anderson,CA
5868,Port Coquitlam,BC
13325,Winterville,NC
1780,Dover,NJ
18440,Ripton,VT
16324,Center Point,TX
1608,Indio,CA
2489,Rialto,CA
6331,Seguin,TX
10269,Blackfalds,AB
3058,Playa Del Rey,CA
2095,Frederick,MD
3739,Coeur D Alene,ID
238,Beverly Hills,CA
12088,Jefferson,TX
2504,Lincoln,CA
11255,Spruce Grove,AB
6133,Charles Town,WV
8836,Milton,VT
1451,Wilkes Barre,PA
17239,Chester Gap,VA
1564,Hazel Crest,IL
466,Gadsden,AL
9144,Lester Prairie,MN
6878,Tuscaloosa,AL
6237,Casper,WY
6273,Porter,TX
32861,Saint Edward,NE
250,Broomfield,CO
2572,Huntington Station,NY
7869,De Pere,WI
4665,Cleveland,TN
5175,Austin,TX
5254,Jonesboro,GA
236,Hanford,CA
2291,Newport Beach,CA
2667,Dallas,GA
26157,Nicollet,MN
1994,Hermitage,PA
2562,Elgin,IL
7642,Pickering,ON
3438,Sarnia,ON
67133,Dallas,TX
22423,Oroville,WA
3704,Shreveport,LA
1211,Chester,NJ
8342,Tiffin,OH
5403,Rohnert Park,CA
2430,Liberty Hill,TX
263,Falls Church,VA
380,Pasadena,MD
9423,Donna,TX
3439,Sterling Heights,MI
8921,Vernon,AL
3027,Aurora,OR
6238,Brighton,MI
2735,Rancho Santa Fe,CA
4277,Matthews,NC
314,Saint Charles,IL
4534,Chesterfield,MO
7516,Asheboro,NC
5985,Jericho,VT
3669,Warrenton,VA
113,Bala Cynwyd,PA
4363,Hot Sulphur Springs,CO
1685,Oxon Hill,MD
67,Wellesley Hills,MA
1506,Portage,MI
10757,Highland Lakes,NJ
7204,Durango,CO
3951,Casselberry,FL
1192,Pelham,NH
14700,Middleburgh,NY
14425,Belvedere Tiburon,CA
7173,Walled Lake,MI
19435,Kountze,TX
15,Concord,MA
3870,Waterbury,CT
6029,Morgan Hill,CA
19383,Holly Ridge,NC
7024,Brownsville,TX
2011,Hendersonville,NC
17729,Bala,ON
11840,Oroville,CA
1206,Penfield,NY
6214,Roanoke,VA
6583,Grants Pass,OR
12993,Port Colborne,ON
1589,Bradenton,FL
4392,Redding,CT
1320,New Orleans,LA
10330,Thornbury,ON
10632,Chelan,WA
2392,Palm Bay,FL
14479,Lumberton,TX
3069,Grapevine,TX
10786,Belfast,ME
9401,Tappahannock,VA
8698,Palos Verdes Peninsula,CA
16,Yarmouth Port,MA
1229,Mountain View,CA
30,North Falmouth,MA
3170,Vacaville,CA
746,Hollywood,FL
5569,White House,TN
2771,North Olmsted,OH
359,Oregon City,OR
392,Annapolis,MD
7564,Willoughby,OH
14906,Paradise,PA
273,Palm Desert,CA
14807,Andover,NH
24766,Tribune,KS
9812,East Chatham,NY
13810,Seymour,WI
2414,Fontana,CA
140,Plymouth,MA
2070,Prescott,WI
7948,Gloucester,ON
6289,Auburn,NY
2328,Woodside,NY
2591,Moreno Valley,CA
191,Northbrook,IL
27516,Milbridge,ME
3228,Windsor,CO
2097,Plant City,FL
7098,Round Top,TX
1840,Maitland,FL
5960,Gillette,WY
23150,Stringer,MS
10037,Pocomoke City,MD
7029,Milton,ON
4723,Lancaster,TX
1486,Towson,MD
17686,Fournier,ON
310,Saratoga Springs,NY
358,Salem,OR
710,Bellevue,NE
2138,Douglassville,PA
15207,Carey,OH
5541,Gallatin,TN
5563,Lincoln,RI
2267,Lebanon,NJ
1512,Stockbridge,GA
19046,Kirkfield,ON
13258,Merion Station,PA
6096,Burgaw,NC
8318,Juneau,AK
6460,Turner,OR
14285,Petrolia,ON
110,Midland,TX
7273,Green Bay,WI
3697,Lake Havasu City,AZ
4093,Smithville,MO
9011,Kinston,NC
7362,Caledon,ON
14031,Hermosa,SD
1233,Salem,MA
2842,Spicewood,TX
6894,Bullhead City,AZ
1282,Lexington,SC
1706,Port Charlotte,FL
4037,Wynnewood,PA
17597,Portola,CA
1428,York,PA
15576,Colebrook,NH
3492,New York,NY
2787,Hamden,CT
3707,North Hills,CA
4374,Lost Springs,WY
8954,Ozone Park,NY
3965,Devon,PA
2114,Jackson,WY
3724,Parkesburg,PA
571,Los Altos,CA
3841,Bellefonte,PA
114,Southborough,MA
7637,Westmoreland,NH
2901,Wilmington,NC
6561,Bloomfield,NY
5871,Maryville,TN
4316,Azle,TX
5373,Chester,VA
6018,Elm Grove,WI
1816,Baton Rouge,LA
5742,Denison,TX
9661,Mayer,AZ
3024,Greenville,NC
4087,Mount Morris,NY
17752,Smithfield,UT
24252,Crookston,MN
2843,South El Monte,CA
629,Berkeley,CA
4607,Fishers,IN
3986,Harrisburg,PA
11662,Bridgman,MI
1643,South Amboy,NJ
3429,Wailuku,HI
5104,Kingsport,TN
3859,Farmington,NM
9558,Sallisaw,OK
10680,Port Deposit,MD
3507,New York,NY
798,Holliston,MA
4118,Ozark,MO
5204,Austin,TX
6470,West Vancouver,BC
2427,Cave Creek,AZ
11136,Baxter,TN
6659,Cedar Crest,NM
11574,Red Lodge,MT
9874,Hardy,VA
5956,Red Bluff,CA
19836,Angels Camp,CA
8562,Cobourg,ON
1868,Hoboken,NJ
19604,Rimforest,CA
2313,Middletown,MD
1323,Fairfield,CT
5740,Newcastle,CA
2953,Mechanicsville,VA
8204,Sooke,BC
1710,Patchogue,NY
2001,Berwyn,IL
3249,Franklin Square,NY
908,Eden Prairie,MN
8042,Turners Falls,MA
4822,Falmouth,ME
3232,Lakewood,OH
2227,Manhattan Beach,CA
22543,Helmetta,NJ
5372,Colonial Heights,VA
14095,Nelson,MN
3892,Carmel,IN
3745,Woodbridge,VA
3794,Webster,TX
1725,Westlake Village,CA
6969,Bishop,CA
1647,Matawan,NJ
435,Roseburg,OR
2947,Blue Bell,PA
3664,West Warwick,RI
5305,Fairlawn,OH
19960,Beechgrove,TN
3861,Berwyn,PA
12773,Kiel,WI
7881,Redford,MI
3010,Faribault,MN
15845,Clinton,WA
3304,Kokomo,IN
222,Mansfield,MA
2794,Johnstown,CO
3392,Castro Valley,CA
1591,Arlington,TX
2352,Plainville,CT
7120,Nipomo,CA
13424,Mantua,OH
4289,Tolland,CT
4627,Telluride,CO
2067,Lebanon,TN
5455,Ormond Beach,FL
560,Wayne,NJ
10003,Fairhope,AL
6189,Bowling Green,KY
16942,Delburne,AB
4104,Kenmore,WA
8763,Whitehouse,TX
10402,Wahiawa,HI
100,Wilmington,DE
279,Largo,FL
3349,Bozeman,MT
5624,Crestview,FL
13093,Rio Verde,AZ
2977,South Jordan,UT
2411,Warminster,PA
2966,Friendswood,TX
1863,Kennesaw,GA
898,Yucaipa,CA
9289,Belleville,ON
6492,Garrison,NY
4089,Riverton,UT
7032,Ajax,ON
4873,Monroe,WA
3974,Bethel,CT
2740,Evergreen,CO
389,Clayton,NC
3888,Greeley,CO
507,Alameda,CA
3947,New Castle,DE
8247,Camrose,AB
4348,Hopkins,MN
1254,Redwood City,CA
5937,Kailua,HI
10922,Brigham City,UT
8326,Danville,VA
11063,Huron,OH
3362,North East,MD
9407,Dexter,MI
3661,Urbana,IL
4902,East Haven,CT
87,West Townsend,MA
1602,Osprey,FL
584,San Pedro,CA
2914,Hillside,IL
4199,New Paltz,NY
2022,Oviedo,FL
2690,North Port,FL
7520,Oak Park,MI
2902,Richmond,TX
702,Pembroke Pines,FL
73,Scituate,MA
2877,Tarrytown,NY
67136,Dallas,TX
5155,Woodinville,WA
4565,Owosso,MI
7214,Midland,ON
15324,Salem,IN
4091,West Valley City,UT
19394,Blackshear,GA
298,Guaynabo,PR
7479,Johns Island,SC
9357,Thunder Bay,ON
13569,Manteo,NC
3847,Lyons,CO
779,Shingle Springs,CA
815,Indian Rocks Beach,FL
12362,Cortez,CO
15814,Kalaheo,HI
5865,Burlington,WA
2441,Fayetteville,GA
3334,Pocatello,ID
26422,Port Franks,ON
7192,Millet,AB
11086,Mountain Top,PA
2273,Chino Hills,CA
7130,Fraser,MI
1088,Laguna Hills,CA
4795,Osage Beach,MO
5,South Wellfleet,MA
1515,Saint Marys,GA
9907,Paris,TN
562,Studio City,CA
1068,Kenosha,WI
1792,Charlton,MA
663,North Hollywood,CA
4560,Winsted,CT
7058,Eustis,FL
611,Melrose,MA
10053,El Centro,CA
2021,Algonquin,IL
2108,Arnold,MD
3749,Roosevelt,NY
8832,Ogallala,NE
3748,Middletown,DE
12790,Creston,BC
1273,Hoschton,GA
12804,Pittston,PA
510,Millis,MA
7586,Canfield,OH
3665,Visalia,CA
6750,Decatur,TX
5908,Waipahu,HI
10728,Tenino,WA
7118,North Battleford,SK
13071,Carnation,WA
341,Benton Harbor,MI
5780,Saint Helens,OR
4253,Rosendale,NY
1163,Fountain Hills,AZ
13470,Newton,KS
2727,San Mateo,CA
166,Trenton,NJ
3814,Cicero,IN
163,Wayland,MA
451,Lansing,MI
3070,Yorkville,IL
11964,Swartz Creek,MI
1326,Hurst,TX
4731,Hillsborough,NC
2989,Sanford,FL
9657,Truckee,CA
2220,New Braunfels,TX
2904,Peachtree City,GA
3444,College Station,TX
1621,Hawthorne,NJ
2074,Brandon,FL
7055,Arroyo Grande,CA
453,Canby,OR
2909,Capitola,CA
2111,Addison,TX
12144,Rocky View County,AB
4500,Camas,WA
996,Martinez,CA
847,Garland,TX
5830,Burlington,VT
4919,Covington,OH
3418,Columbus,NJ
2336,Bayside,NY
136,Sudbury,MA
10164,Turlock,CA
72081,Bloomington,TX
14504,Norwich,ON
4431,Campbell River,BC
785,Leavenworth,KS
8956,Harrow,ON
7445,Morristown,TN
14606,Lake Country,BC
104,New Canaan,CT
12551,Saanichton,BC
16545,Blanchardville,WI
8593,Orangeville,ON
17778,Socorro,NM
10214,O Fallon,IL
1977,Kensington,MD
501,Moonachie,NJ
7066,Mishawaka,IN
3205,Janesville,WI
230,Cedar Rapids,IA
8463,Tarboro,NC
27,Falmouth,MA
11337,Alpena,MI
9871,West Harrison,IN
8178,Pacific Grove,CA
14671,Arley,AL
7453,Williamstown,MA
220,Weston,MA
8739,Beamsville,ON
3807,Culpeper,VA
5279,Uxbridge,MA
7148,Lutherville Timonium,MD
2341,Sanford,NC
7943,Nepean,ON
270,Fort Pierce,FL
2921,Seaside Heights,NJ
4799,Wilton,CT
894,Conway,AR
1835,Depew,NY
2479,Manhasset,NY
16994,Aldersyde,AB
12293,Northport,AL
1775,Cedarburg,WI
5054,Washougal,WA
10031,Floyd,VA
16957,Quinte West,ON
24222,Lascassas,TN
15393,Linden,AB
2772,Grand Blanc,MI
3413,Peoria,IL
10611,North Bend,OR
1521,Deerfield Beach,FL
3019,Lockport,NY
8249,Huntsville,ON
1246,Somers Point,NJ
1717,Liverpool,NY
4259,Oxford,CT
1298,Bohemia,NY
7561,Unionville,ON
4773,Verona,WI
15780,Broken Bow,OK
4000,Conshohocken,PA
19858,Eloy,AZ
15841,Drumheller,AB
12449,Little Falls,MN
4805,Conyers,GA
1741,Mulberry,FL
1479,Kenilworth,NJ
2425,Mineola,NY
95,Wareham,MA
5185,Austin,TX
8079,Carbondale,CO
5140,Canton,OH
4050,Plymouth Meeting,PA
347,Jackson,TN
3265,Bentonville,AR
1179,Lafayette,CO
5164,Austin,TX
4713,Fishkill,NY
3280,Prescott,AZ
6191,Swansea,MA
5336,Rockport,MA
9665,Mccomb,MS
20485,Rawlins,WY
7951,Orleans,ON
763,Schererville,IN
12164,Claremont,ON
1559,Rowlett,TX
4215,North Haven,CT
8896,Akron,PA
25187,Usk,WA
17182,Henryetta,OK
4278,Newtown,PA
13850,Richfield,UT
2134,Chino,CA
15052,Rockland,ME
13076,Pefferlaw,ON
5510,Zeeland,MI
11794,Acton,ON
1805,Fall River,MA
18623,Bourget,ON
3337,Keizer,OR
405,Troy,MI
777,Marblehead,MA
4108,Wolcott,CT
17458,Oro Medonte,ON
13862,Natchez,MS
13481,Waterville,OH
6236,Arlington,WA
11357,Forestville,CA
2544,Monsey,NY
595,Cedar Grove,NJ
4875,Newport,KY
4882,Redmond,WA
6373,Newport,RI
2800,Strongsville,OH
4999,Portland,TX
9511,Bedford,VA
7065,Edwardsburg,MI
9414,Saint Laurent,QC
3705,Mount Vernon,WA
4415,Springfield,MA
5405,Graniteville,SC
4105,Tomball,TX
3887,Signal Hill,CA
813,Orem,UT
5838,Osseo,MN
8571,Winthrop,WA
5084,Springboro,OH
183,Westwood,MA
2647,Duarte,CA
21268,Albany,TX
4141,Mount Kisco,NY
473,Leominster,MA
1135,Holiday,FL
1096,Bridgeview,IL
480,East Kingston,NH
8244,Lititz,PA
35,Sandwich,MA
2975,Santee,CA
839,Hayward,CA
5785,Marengo,IL
4071,King of Prussia,PA
1170,Elkhorn,NE
15996,Roscommon,MI
7166,Mendocino,CA
1187,Avondale,AZ
22107,Quemado,NM
3386,Greenwich,CT
7295,Lake City,FL
3321,Milton,WI
4626,Sioux City,IA
4951,Maineville,OH
2946,Incline Village,NV
367,Hyattsville,MD
1123,Loganville,GA
1439,Decatur,AL
10333,Whiteland,IN
4404,East Longmeadow,MA
6559,Tunnel Hill,GA
977,Reading,MA
4356,Findlay,OH
7474,Pahrump,NV
783,Randolph,MA
20021,Alvord,TX
8425,Cottonwood,CA
2922,Ponte Vedra,FL
2210,Nanuet,NY
17252,Wautoma,WI
2207,Gilroy,CA
14053,Sagle,ID
9151,Shelbyville,KY
18738,Holualoa,HI
1106,Hudson,OH
2017,Lone Tree,CO
3325,Bedford,NS
25310,Oakwood,IL
1743,El Segundo,CA
2242,Brooksville,FL
12167,Hempstead,TX
919,Laurel,MD
457,Dayton,OR
16336,Llano,TX
7329,Lake Ozark,MO
5592,Somers,NY
4156,Irwin,PA
1040,Downers Grove,IL
7455,Anacortes,WA
1302,Wyandotte,MI
3552,New York,NY
3866,Elkins Park,PA
5621,East Providence,RI
7119,Harrison Township,MI
2893,Firestone,CO
5201,Austin,TX
8418,Muncie,IN
16905,Buckley,WA
1843,Freehold,NJ
2675,Chula Vista,CA
2613,West Chicago,IL
3762,Fallston,MD
20522,Battle Mountain,NV
2196,Lincolnshire,IL
5699,Bridgehampton,NY
2695,Downey,CA
2518,Darien,CT
11842,Landers,CA
14430,Johnstown,OH
3407,Manchester,CT
14788,Sperryville,VA
1055,Lawrenceville,GA
2681,Rosemead,CA
5722,Oregon,OH
15231,Mooresville,IN
4233,Perkasie,PA
21790,Marshall,IL
6043,Port Ewen,NY
4083,Wallingford,PA
401,New Kensington,PA
9709,Talking Rock,GA
2009,Evans,GA
20581,Lyles,TN
12027,Mohave Valley,AZ
326,Troy,OH
12412,Shickshinny,PA
2041,Wheeling,IL
1799,Mundelein,IL
10409,High River,AB
9399,Nanticoke,PA
5504,Littleton,NH
2314,San Bernardino,CA
411,Mountlake Terrace,WA
12026,Blue Jay,CA
3218,Germantown,MD
17902,Maben,MS
41,Brewster,MA
704,Greenwood,IN
22031,Cowan,TN
2423,Newark,DE
10781,Santee,SC
2254,Dade City,FL
46704,Dilltown,PA
6336,Newark,NY
13884,Burton,TX
2140,Villa Park,IL
5238,Willimantic,CT
2078,Castle Rock,CO
246,Mount Pleasant,SC
1831,West New York,NJ
920,Sunnyvale,TX
14245,Idaho Springs,CO
9537,Los Alamos,NM
5389,Grimes,IA
1705,Queen Creek,AZ
5775,Scranton,PA
4935,Trussville,AL
3171,Larkspur,CA
6318,Brockville,ON
1104,Cottonwood Heights,UT
7399,Glenshaw,PA
467,Stroudsburg,PA
11770,New Liskeard,ON
15328,Ketchikan,AK
3893,Glen Cove,NY
8275,Greenfield,NH
4012,Flourtown,PA
5167,Austin,TX
3123,Milton,FL
8005,Sparta,WI
13479,Three Rivers,CA
4006,Broomall,PA
94,Kingston,MA
1907,Cleveland,GA
1450,Jasper,AL
2389,Rockville Centre,NY
2085,Stratford,CT
4432,Washington,NJ
2186,New Bedford,MA
4612,Moss Beach,CA
10136,Laughlin,NV
431,Decatur,GA
2926,La Mirada,CA
13316,Fergus,ON
1634,East Northport,NY
24662,Hood,VA
877,Acworth,GA
1455,Sun City,AZ
10119,St Thomas,ON
1772,Saint John,IN
10454,Fort Davis,TX
2701,Buda,TX
6770,Mound,MN
6610,Jeffersonville,IN
4438,Marlboro,NY
2624,New Hyde Park,NY
1259,Pikeville,KY
7282,Saginaw,MI
5472,Beacon,NY
6673,Georgetown,DE
3013,Bluffton,SC
487,Summerville,SC
6587,Port Townsend,WA
7170,Poulsbo,WA
15205,Saint Francis,MN
691,Richmond,CA
3057,Delmar,NY
2152,Belmont,CA
1874,Tinton Falls,NJ
9157,Queen Charlotte,BC
7089,Sharon,PA
290,Newark,NJ
8857,Espanola,NM
4336,Clearfield,UT
21085,Millbrook,ON
1511,Altoona,PA
1813,Menifee,CA
786,El Dorado Hills,CA
229,Hammond,LA
1102,Wilmington,MA
7506,Reynoldsburg,OH
459,Sandy,OR
23466,Gilchrist,OR
6494,Mebane,NC
15899,Alma,MI
8944,Kingsville,ON
9453,Tottenham,ON
11680,Albertville,AL
6820,Galveston,TX
20533,Keenesburg,CO
527,Bloomfield,NJ
1756,Palo Alto,CA
12109,Harrison Hot Springs,BC
25081,Pratt,KS
3455,Springfield,VA
16091,Georgetown,CT
476,York,ME
7299,Mattoon,IL
1514,Peabody,MA
2135,Delray Beach,FL
158,Alton,IL
2344,Glen Ellyn,IL
3098,Gresham,OR
1525,Centereach,NY
335,Allentown,PA
20651,Silex,MO
6216,Waikoloa,HI
2432,Great Neck,NY
1221,Carmel,NY
91,Quincy,MA
7590,Warsaw,IN
4517,Kemah,TX
5396,Coopersburg,PA
9769,Penticton,BC
10639,Borrego Springs,CA
3288,Roswell,NM
3718,Palmdale,CA
7139,Stayner,ON
12037,Castlegar,BC
6111,Medina,OH
1819,Delaware,OH
4319,Chehalis,WA
2541,Bellmore,NY
1245,Collingswood,NJ
21708,Soledad,CA
979,Glencoe,IL
995,Schaumburg,IL
4798,Benton City,WA
18867,Ronan,MT
2349,Fox Lake,IL
3014,Port Orange,FL
990,Fairview,NC
1546,Escondido,CA
333,Nashua,NH
1240,Flowery Branch,GA
13472,Craig,CO
10621,Lima,OH
5665,Grand Junction,CO
8559,Queens Village,NY
7743,Neosho,MO
531,Chestnut Hill,MA
1394,Winchester,MA
16829,Glasgow,MT
9359,Glen Rose,TX
700,Soquel,CA
923,Aurora,IL
14655,Enosburg Falls,VT
20983,Oskaloosa,IA
14389,Wisconsin Rapids,WI
2027,Greenwood Village,CO
5800,Cornwall,NY
5236,Crown Point,IN
4515,Granby,CT
4890,Kanata,ON
1387,West Chester,PA
7412,Suitland,MD
1162,Beverly,MA
1694,Teaneck,NJ
18542,Piedmont,QC
12524,Stevens Point,WI
1115,Hialeah,FL
2558,Calverton,NY
506,Tigard,OR
4058,Norristown,PA
2327,Christiana,TN
3899,Deland,FL
10468,Washington,MI
207,Marlborough,MA
18,Hyannis,MA
5198,Austin,TX
16144,Millsap,TX
915,Flemington,NJ
8800,Brecksville,OH
5867,Monument,CO
3639,New Smyrna Beach,FL
4728,Thornwood,NY
4186,New Rochelle,NY
10079,Martinsville,IN
2536,Rockledge,FL
10676,Monticello,KY
940,Bowie,MD
6114,Mercer Island,WA
2998,Atlantic Highlands,NJ
8631,Bay City,MI
3428,Blaine,MN
304,Milford,MI
9997,Stanwood,WA
2535,Elizabeth,NJ
3824,Drexel Hill,PA
8725,Pascagoula,MS
22411,Cumberland,WI
2076,Tustin,CA
12324,Palo Cedro,CA
4801,Spencerport,NY
6915,Land O Lakes,FL
2552,Parrish,FL
868,Stuart,FL
2560,Amityville,NY
4978,Bedford,TX
8284,Brattleboro,VT
15407,Mossley,ON
9136,Fairplay,CO
3427,Roscoe,IL
462,The Dalles,OR
1637,Cranford,NJ
1496,Elkhart,IN
17908,Wauna,WA
1724,Plainfield,NJ
9283,Jackson,CA
4123,Ridley Park,PA
1111,Lowell,MA
3905,West Henrietta,NY
215,Pawtucket,RI
3645,Durham,NH
16966,Goshen,KY
1367,Redlands,CA
753,Massapequa,NY
5276,Manahawkin,NJ
1721,Hasbrouck Heights,NJ
24147,Banks,AL
1674,Farmingdale,NJ
5082,Mystic,CT
588,Portsmouth,NH
8789,Dubuque,IA
6149,Friendsville,TN
138,Hanover,MA
512,Gloucester,MA
5527,Kaufman,TX
1952,Hamilton,NJ
6593,Andover,MN
5170,Austin,TX
14663,Steinbach,MB
12015,Thorsby,AB
925,Brunswick,OH
271,Sterling,CO
504,Stone Mountain,GA
838,Taunton,MA
1434,La Quinta,CA
106,Ridgefield,CT
3687,Half Moon Bay,CA
3471,Boston,MA
6419,Graham,NC
4124,Naugatuck,CT
16491,Polk City,IA
6895,Payson,AZ
360,Mcminnville,OR
2159,Kingston,NY
5239,Erlanger,KY
3217,Hickory,NC
1132,Trinity,FL
3097,Park City,UT
3134,Laurel,MS
21,Buzzards Bay,MA
6305,Lancaster,CA
22121,Waveland,MS
10045,Millsboro,DE
17103,Cherokee,NC
7950,Chelsea,QC
2365,La Verne,CA
1362,Somerset,NJ
619,Emeryville,CA
1490,Bridgewater,NJ
