cbid,customer_location_name,customer_type_name
5ae5bc4e53182ef6224ef7e63e0ed5ebae2502d55e97ed7450d2efcb4a9c99bb,regional,businesses
d9a5362681d3af9b75ec392d55fa3fbda5e4ec529d9c22a5b426093d826fcf25,none,businesses
b4efe99a7082e9fbfcbc48b90e380b6d3dc25ee5a16ebd0e36588cb3168bfbdd,regional,consumers
5beef857c477838fc8d0fbf58c953322b99619358388bf28f373c8c5f5b93338,regional,businesses
7e793287d671b5ade0a32f3d6642625fb1433e8251ad2821dc3fed829e40baf5,none,none
7947e8d9c4ef623c79d94773eac4550aead62308cc3b7b8bb4b03d63269b3d49,local,none
7e67cde5bae2a37e6917da9946029df1feaac4f3ab8d629c78944500e65df94e,regional,consumers
4748dc539b5d1d415698808479d5e1195b88938a89f55211354b416f536046ef,none,none
c1057e666f81e08fea4769eb667a8e69986d3c4858416916a1dd040fad2fd5d3,local,consumers
90099fdad71b857d5b5c8dc03d6eabe560c525fd0810f61fae5e591f99d946e8,local,businesses
f80e533f08cfd91249159b340f7111da1b40782abbd6429ebcdd935bf84e905a,regional,none
c7d17250e19885705ec8db5833891f8bd45588f4b61cabb3bc039b0a6ac70d46,national,businesses
5ed19a4cd36ee9610f7f17bd573f5042c61b8dfa8cf906d31dca10b557d06057,regional,none
0f57529a18b0ee048acc6a8a5ca468133ea9e70e7871677d96a9d7531e570ce8,none,none
a04ed2f2eb9dbab5d062cb544ffb076ae97adba7de738674ebaecfffa23d345a,local,consumers
db70d9804b8d0a2e3cc7fba96487f5fe23ea8a1ed59929bcf088027c08100084,local,businesses
3fd8d97de86a94b539e6019db9f053a40e913957a72649b5c89f43de81f67118,none,none
0e848604b6a94c1a140eaad75fef40df605de10b55f9579ef741127f85e91f84,local,consumers
997c03cd750fb63caff9d7995fc360a81e319486b519835a796aae858c01d999,none,none
aaf16063034bafd07b129b43d1da613681629ccc092277a2fed986144d9844ef,national,consumers
98754b051b35004a1ef277786ed03137471840cc886cff34ff32d79263e5b95e,none,none
8c9be869bae506c53d6ffee3beaef4c1bb0edf9309aeae38bb73af7ff33be9c4,none,none
33523218cae198c9ecbb6171e158d5ebae032fd6f51614fb85d26d9d5cb5065b,local,businesses
b2cb8e4490377816c678f773fcc55c68dd79e5f7325c1f1986f99571092b07f7,regional,consumers
a5810f956ca164a6272d349690a6603207306076f9cbd9ff23a075c498924f62,local,consumers
9e5f058573e9ea88685335409e35ba7bf8ad7e4bb682de5e2ddf5f18b0efb2fc,none,none
86f2fee203cf50ac2d970db543c81a98266ba696e4a7da89454f790917bb99f1,national,businesses
6c40800cb9b801d328d3425db0fda3feea71ee2f0ac3ea5c5d44e55359e8901a,local,none
45e552c3abcc3814e7064c6567987e983dce89e5cd9cb0d2fd5e3f52272ddb27,regional,consumers
ee7776b2f580dee778fa1b3ab05398984b69e72930860628a8ea0fa526e80058,local,consumers
78c3de3d87a9d410470f044269fffc5677edcf4a5aec8d36308672a2221adc87,none,none
b10e2d456656909a9881c5366d47fedb7d89ace81fdfa7a21eefc09d471d99b1,local,consumers
85cb65dcfbc9295a6fc1f2132a572d7fe285962343e7f262a038a18e6214f237,national,businesses
894d0bbf9c385450934915001c63da7ed7ddb1b71a0d68dc5cf8c1c29c0ff811,national,businesses
eaa8c35b358759f445ad47c9fae706126f47dab4cc65d1500d5c4420b764366b,national,businesses
f045f299a03f37cc19056eae174231c31560d690b46c86661d54566335a3a608,none,none
70985043ef242b17126fd348efcfa9a8bd0360dd05afccfa4ceb22a1561f07f9,none,none
7b97efcad0fa52e07241b848ee394ed75301821af17ee3da67650c6fb1948725,local,consumers
4a04758d7e7147e13cff596fd0ee1e25ff508fa0cc9e3f0f4abfa868af3b98fe,local,consumers
47e9f87f253cd4faadb7fe9daa31e23351b586b7a1bfcd39a93269d3ac65e971,regional,businesses
91d5183afaea5f875e2e766c6c90d15762db187e746f7bc1213387ff88d26124,local,consumers
be1ab9150a64d2d0076e964a1e268f52700c86c1a7088cba3994b637d063675a,regional,businesses
701c67fe120e53fe50af5147f9413554bcd19ccbe7c2efb8668768ecaf0baa6d,regional,businesses
1d8443f2222423a347aba50ed327812265ae3688f4de0d128c4f320967d75cf8,regional,consumers
2c3fdb302aa83f6ca253a2a24d20864320faae553cd48aa4f42d54f0d6a6467a,local,consumers
5fdb726697b3f5c3410fdf74ebb19239806e16a84f8d2ac55708a1557a4525fb,none,none
172defde1a2924f480790b7e285ca20c38ea8ce0d6f125a1eb8b745f6482e266,none,none
39b6a871fbd23bd2e4a43badd3f9dc1e653cba178d746264107e4f818b5b7129,none,none
2bcd04128a19eb8fa5ed848b9ee8256c6c2b332050952ba4d4703645f2af69e3,local,businesses
6d1a999ac1e8ce4f5da3faab6ff8948d44bdd6a9251428ae1d28de3a63e434fc,local,consumers
d9b11c38033f6c7b71a1d8e5b1d890f1760507a5aa1d96d589d191f8ad801d47,none,none
3c9bcb3751589b0d48c494260d1c2729bb9031275fa4ae86eb9ab7678cbcf38e,regional,businesses
c22602d6830ecd2fb7f31245565444a537d6b19e9cccf981ff05b1fb448ccc61,none,none
9b83a23334db670ca92eaa03d6fb96554606c020f09670057830adc89a204bcf,none,none
47b0112e45a088c6d207beedbc3272368cb877de5c741ec6c64412f0e8daba6d,local,none
9ccdcb632f16354340ce243ff4977b959a9350fa4b1858fdda16607c7ad5f4c6,regional,consumers
013c3fe330c9c14b2f9a24c0dc4fb0f22c8932aa55d2ea81ca67d8d48bf88eb5,national,none
49e95ca2fd23d7ed0a81d7172d5b3e103a7279e268a4e794130710e730918b9d,local,consumers
b70bb3b1e8425459355f24717df2251443cffe57a53f8a395bf550cafaf441e4,none,none
1494e2ae1a5dfbeb0e0381b88b1092c39ec4a20e974967de1cb9111bfc3ed697,none,none
0985cfdb29db1534143285361198b6bf40e4e3999834305baa26755add094014,regional,consumers
c57f4a3ede3f47b5d0d379fb5f678199a50330d032c8efd8c05ede09a2fc1792,national,businesses
958ed8df685aef1cec9c7c1262de2e027dc1805599e08f43134251516f5dc465,regional,consumers
cb0e3124dfe8030ff2430b1edb7843886db3b3487c5053287a43d5952291b4fd,none,none
4a19905adc3088110d4185ac23f23f810b748eed377f2d944a4bd488a101937c,local,none
bc91e282807dc877cbed83c18c2d40eaa51d21db07d45ecc98185808c6d1ec07,none,none
9d2927936434eeeee9589b1b71160a67486e9b478bd2a91a5c3539ad7b208263,none,none
ed56a909de9d7f48076344c01679246182e2c2157928051690492a92ece3378f,local,businesses
da4e8afb2ef639820867b6bd344a1b68b64f681100b8cc7803058f46db471e02,none,none
55abd95e33dae28eb131d183a85fc317f5afcb2fa9a0f655140b47c6b23b2438,local,businesses
169e3a7f68aabc60370c3ad91910ec8fb15c65b43ff90b5fccff42d49315f9a9,regional,businesses
20f392b97baccd7a2eb0e0548b9d37f7b662b4ee5ca7a84773dc4841b35f4cd9,local,consumers
f856e943f747dfb765e1cd665100109a4c3ea6109bf6d97ec593706325ba4023,none,none
01df3ce6306348687f97def5a41382b96302c45c89dae10e49037416a2157c31,local,businesses
e2b3ffb7f63a76c233690868ef0bbc3d77fda50de9c2409ab7ca6b44302af287,none,none
45dd588cdcb22e8de811e109882a6d87190a5e39cbffebcd175846e458d28b0e,local,businesses
7ab769872811df4f2c85892b2f28db84221f39d138791fe9e66cc8c642b15c68,local,consumers
5053bec9fc7bc43b3a689d5d0de7c74556add19f46e62688b374fa41372ee374,national,none
4099b8789d1a5265d43b6741a9bbab3abea938957bfc67e3cc051c023508fbe6,local,consumers
ee1fdbc28b56b0f8c67ad7604d0a1dc647d07e53930168164a3ba5738ed906ef,regional,consumers
6c9f77415c7ca4b7127bb9247d18eb8e71040777638d40083f56baf283825378,regional,consumers
91f29126c65e7f510a919fcde1a87a43d6466d675828640ea439120d5b6d5cfb,local,businesses
13596aaf641552a63f1733e3dc7ffbf6038f95b4ee1dab8cc2d131a95c42ff01,local,consumers
123c3953855d3ebd201ba72905142a74c19a7a39c340a7e8fa470bf3c2b37209,none,none
15981379b7649cf761973e24c8cc9977b150bc3441b43ecfba9f4f234fa130d7,local,consumers
6b65eb07af26f5c194c81fbdef461e4c2aa440d38f3764bd0787fefaec31d36e,none,none
16858c0e3896fb17a713a702528e8ab2be729dcd38a5d95a860a20cc51411f8c,national,businesses
11ce32ec09fb0fa2eb21c72523e732c0bc64cc3f0fd51f6f06e5566631bc1d41,local,businesses
b2a7b287c0ba67fd316c50dd3f90fae8ad526a4f971fc0940b172d0249af6a2d,local,none
16efbdc021d068071de4103e823776a16106d21df4c78183224409595204eb69,none,none
aeaa486f109d87a5811908ef253cf0ef22eef671a21b751c198cb05eac181f5f,regional,consumers
f2f4fe9289be0910d05a14c668dbf23d6f38f60135ab664c515cb6edaadd9a3b,local,consumers
89b2f533753b2f294456691c2b5afd82c3dfe675530a11fa372422e543eaf68c,regional,consumers
056f04936eedaa7584aac50b0eb22eb014506d8f41b77e572b59276feb3e1869,local,businesses
9df45c6e3526c97891d5b01f13c85df3b161afeeb7735269c1c843bcbe6fbc55,regional,none
291d04a7a25d1e69832a357eb6bd146708784de3b5e4164e8eaa347bab628bee,local,businesses
f35e8e67286268babf2d0d3b43884cd63f7a3f286c65af058fe5347ede2804c4,national,consumers
ea98c19a7303bb3966cf1cb6728d101cf031c6f81f960c62067d485419da2937,local,consumers
037ccf9a2bd4135a2842765dfee2f3361158ab33a05c43b935d011e316decc88,none,none
d0df7fd5d805b50c4eab6f7c8dd9e80de3486e3d59871e3d607cd2dfaa51d7c0,none,none
58bd9ccb78dd6fb6eaff86614972897e12b92d20e13bf2dbc1b7b01a280f76d4,local,none
9b179029139c858005dbf0abace483ab6c1abb195cb4302e09dc7d397d08b0ec,regional,businesses
06e8b44fdba0918e68693a0c77877f0af02c82079668ebbe099319358c46c24e,local,businesses
fd4a58fe96a8e0260518c3c1712b02bca7da7959f15eff35e6ed913a1a3e3945,regional,consumers
6d9f0893cf8aff2782999712fd2470d68f32a2605a36b733acb8acc40c74e6f8,local,consumers
ffae9aef10808374a5057b3e25430003e355707ce4b42038706022032322ab1e,none,none
855f2ccc4117234896c2e4d6ad8fcc526569498b2701649f11a12f7d5ebf8025,local,consumers
ca2830477e2249d4bbc203c11aa0ede9883e49349ac3837375e85a7408edba58,local,businesses
7d850ca7ed2bce2045cf5c5d7fdbd6c8dfcf75c28c395ca718d6c39d0d289ebf,local,consumers
1f6ae218d918dd662e04ee12b1b90e6b00b1ec711b1b641408ff43242b346b7c,local,none
5faae148abf0dbe18a433d75df2673ba3973720f49b08c833b29f0a5b246706c,national,consumers
acfc9841eb1d8940084e557f8b989527f35a8ed9716ef51a709e48a5452b6b80,regional,businesses
4a29748047b2fa1fcf7d23929132c8a29b1070bdd5e36bbf2c0f48397859e9e3,regional,businesses
50822018dce616d0ddd8c6c0bd203903eb2a6c7e62a6bfa7b24fe9587989cdf0,national,consumers
8223929b02484e478cb60f51fc1efe8fb24f6e333fe3629484ed3e789c090843,local,consumers
17470a95c4da82cf26b3decd00c7a95fc2389900ce8108e8ddb0ba0749cd0073,none,none
96f6ac9e8072c990868f57ab43cefd9099cadf27a508ef446ab84d0acbaf2d34,local,businesses
079216e3dc9d9eabe27a422a3c46b036254bc8e262b92be98dc9bff4c79595f7,none,none
ffb0327e5f85f9668278bc11e04e28eb17ab96306df464e4fdb2f45e56503650,local,businesses
01eb1bb5b78907bc957aeb8a5869aa1e9c3339211f8701b935ef1950308a0b65,none,none
2f1a68de82a3178c80f21fc065414f3f87304c463d1e207182ddf5f23ab857ab,local,none
8696a5a7f2cdc3cf60dda5cc9f767bd6ad32e2f766028ed4d14384164fab29f3,none,none
4dd2b3bf77267b8a48340258121e75dd78d9b3c7a71575fe560f4fea160963b5,none,none
0bf93bbe237e414e47d8de659f656848ad74d5e31ce318f192edd61ce7e0ac49,none,none
4ae0b01f1ff994c5ca0c8f604fb4719fc3004cfa43c62472d4ad7cb74ef90872,local,none
fd6d7cea4b419cd4c7ce3805f4de00d8c32690d3b36f2a1399e16f6d0ec43318,local,consumers
c7314bc514a320da906e5c03cd0ee463f3bcf09cf85d23098f5f71ad0d0dcaa7,local,consumers
a6e0c6a30d23354a673c99b6a52c75b38f2fe5be769a9a83fa1714af340b07f9,national,businesses
80817382bb69fd3d97273338c505eb8f1eb70a2b3a03f09dd31e068db193175d,local,consumers
b607584deca04eb7c8c638166cbf3c7fc5f299feacebac440489d4c425701352,none,none
0a2a6052481c82231b95f7c846ca8521d42a7f297ac8ef56735b3dadb97dc45e,local,consumers
3c7d2f55ea241cb6e1d7f59c04047751e45dda84e88a930238542fe061f6f525,local,consumers
bbb70fc397c6d1183fdada7d3301f7610fd77ee5b4c41953b9e847c8decc6761,local,consumers
d9bf7c0cf9febe418012c6e94629d50097ca279d89a0ae25c3564c702a5bef28,local,businesses
328d133483486d125141aa866f43888cd978431313206925a0db7be04969c3b8,local,consumers
5460c73834fbe643a348b02f595776f19b063ec311e593dd96eefce8cb64dc76,local,consumers
ba5fc03906174a4251a89036062c79bd73996a72b7895631ab38d061a1bcb64d,none,none
db1a7c89776f1b63b8b3a5915b74b73ac70da38cd8529d00a052e95bd5b73fe3,none,none
781cbcc2cdeb5f4a751e15a10abd3ff70f64278aeb8991a9bbe27b7b026553b6,none,none
fb3f412ea5fd164dc88cac4ef3306f5299eca0619ea761c5ac49acbd49601a9d,local,consumers
d85957bcfe47bb723219369a6efd06b734ee3cbb6aa40ba75349f394c99536f0,none,none
a13e3a5e9427fbdd1d281a5242b52c6461fdb8763307603394c8fa690d3c94e3,local,consumers
14c36beffcc71be6427e16119e06b44ff125a8470ae04de1796ac4dd29633ec4,none,none
8ce714c64e99f23ca8e32dc1c10c669f20fdd09d8f9011c64493a922477e9d0a,local,consumers
fc3ccfecdfeb75c6e9a3a6f02e32363f2ec4375c84edd07822381d77f0c3a965,none,none
08007cb91d19722bcf7a6749b26640a65332a1e485db3a53753748f4d6b6a5e1,local,none
7ce59e6b92789a48caa98a6032aa314181e694d781171a269b5e9541ccb97de7,regional,businesses
c77d687cf690cc71d8171b528ed6531b4ea2da9e6f0bf744fb0a3e518f0e2d71,none,none
07bc21dcd2cd808d824b01c7d3f4afb6c969521daefa02f5e15fab1b7c1d511c,local,none
f0bcf481126e07c8328df4d41ee822953695bf7cd3c46a0aad61d9c47cc84f02,local,none
0fc1f087a605c808f520a0985176536bcc6a68ee6ea17b3d4f726b9a2ead6b04,none,none
18b4e274b7063a4cd2e96cd3262127ddd9f20dab165ada56debd05e46040f50a,local,consumers
e143d58cd4ad7dfeeae0945c7b9c4c93c4ade5413daefabe752197cf2bd13a5a,local,consumers
85d697cfb68efb85251c631010df0944cedd9a75c7b8c1bda86677d13f32f46e,regional,none
fc8ac065152eef5e6a712926df30ea7960c655eaa8d9fefaefc5c4ee8884b1e6,national,businesses
742ffaaabff49cfc490fe2f62634069f96ecd6652229edc34ef61b83a21f8a5c,local,consumers
e10f24a6691ea416d70adfcbd6d1fce68ae0293a67042f03d6d8fcc4d053e823,regional,businesses
69a02fe2d677dc00918ed4ef3531dc25317d6eb78a488f7c82bf1ab5827283ce,local,consumers
13cd88070e4109453c669c3567ca5b61ef41cca80d4b8787bd6f2b6e9f921e78,local,consumers
0cddcd4efe4e9d1f185ad427d3320af4bc2f4d31f26e7225f7fe13e985e608d4,local,none
29cb387f6bbc23ac224286f5f60fc3871adf1dea76d5a9b5b304dab63567293b,local,consumers
229c2515d1ea40f8714072c73657fd73e8d0497b4d80e3344fd709fdaaa835ff,none,none
8bafec5dc67c5a2adbdbef257fb18eb05aca927efc837cd42dec83528f136917,none,none
2ff8ab333f6d96781cabfa620bb807289089aa731ed8611a12c24b9691f80f34,none,none
5e82ac8bcf30a3304e5f16a1e323bf871411044f568be50437df0d1fef59ea7a,local,consumers
85588ca07a05abc977a6e39f6931b05c393453c9407547cf6cedac6f0c6275e5,national,businesses
d157b52b33a817ea9ba3ecc269f964765da22bde0976b53d4b217ff8037ce99a,regional,consumers
a6bd8871fc44258b73665965d3bb8d96d4675e30430d8f8f20f2dcd2998fb4ef,none,none
59424c9b71baed3aea549aea0efa96e4885b66b6b7aa92f41f7ead69ef9c13bc,none,none
a750921f7c4f3a2b698939029d3c9350511f3b1efc8a62ce2a11ee5f8e94d02a,local,consumers
7568f70df66050e78dfe0913b39b291afc7649adf7236b080f74a7cf3d65da01,regional,consumers
05acf5a56f7163da072a3cc33ee767126a17ae56f86accb050ea2add0c0e9460,regional,consumers
181140c4ba138826e2c52afce30bb3a6833872e31c9ca753df2d7336bb46637c,national,consumers
28cc911dd1d9fe20cd2958ee1ad38386f5a133ee32f43f9182611fc8cb2e3e2e,local,consumers
0a5539445fad3e47f8bd1cf580db9038bc7c8c85a0ce43efcfce70cc9a8ac3b9,none,none
92f256e37e7b6c307ef967855aa15babf758132501c0af2fd603ce16c5df0491,regional,businesses
e835275929b2adcdc4100a452540065ca96420e8f6ccbacc63b688a59fe4a8d5,local,consumers
f623eef3ba2b281edfa69514360997e2418a3aa581d38d7589b9dd0dcadea20e,local,consumers
a8d2b6de44009a94ad87554d6b7203dfc5941bc7e922b776c8146b4d1b796f1c,none,none
ef0f52498f2482e82591f4648d61c039043e6c8d3c90113128f6283a263b3660,regional,businesses
6e8c0a47c078f8160dfe78415447a3b4eaf89b2707bb3087131f890daa3a682c,regional,businesses
6dd97d2a9ba218be1e0020b3127103ee1afa4cbfa469384bb9360b7cd53289be,local,consumers
3531babf7f04054a8544d7bd691c38c2653e7b636fc31fd5a0daadd8923bdbd0,local,consumers
93122af222c8fbb89886e0febf66261152b17f15ff2d32d8d5f03ec56a9e9be4,local,consumers
12ef382907af6795b1977e199ff096f7b8fbd84089dd8a38ccb467f32dfaf8f3,local,businesses
3a07b41897dc49ec7bfe4a16edf45f64691969baef2ef8eaaa8427ee2de1d42b,local,consumers
8037698611810b2ee84f744213606ac585040b8ee1d995627708294672031e85,none,none
60cd14c02ac45bbc629d8fdb708a7dc87985bbf330ec3972b249dadaee600808,none,none
e22362073d855632c636d47ada23df9f0b65f0313c342bb675c12d1ef1100a70,local,businesses
ec8b52910a9b39b092cf8aa3161b11d195cb67f52b78da277ce66ff4e3ced5aa,none,none
e0ed64658ff99ce339d989fa816f86bee30248b15a89e412c7361c2ee2ad6b13,local,consumers
02803c7f0d24be427f1d95f90db7021b84a4e4af10855dc942d5daed26b4b9c7,national,businesses
d681604151479f7b52f34db35319eb8200457ff8487cdd57fd32f636d815ee96,national,businesses
f8fd3e346eb29a60f2834c4a60bfb3eb9bbbb7ae791107ed6ecbc92af34c21a0,national,businesses
3c8a0c6878f183d99450c4a1b7fbd859d6f6d751dc867f72d4b7bfb17f0fa317,none,none
5e1085a3b7369681a733ec72d1f7049f992a1cf731c4b3b83ede91b81bee95e6,none,none
c30d80a5f5ddce16dbf93de7c2787eb4d6678a9a2d6a0cbccb1bbca63efeccac,none,none
64be5323374fa43ae776a9a49053ee36dfc04f272c43e5167d7d0d5693d69b12,local,businesses
ea9b1c164325275ddee4b295f3b94f9fa9d8a3fffa331e3d6abfffaa62a23c42,national,businesses
e8aa50d81788d3e1972521b78baa04aa42317eb49a0563765a6b091eaf4ca24d,local,consumers
35f12542cac4f2b11dc1e869e235ebcc790254c9445089a3dd83accd4e2537ae,local,consumers
6692f8a1fc3a065abd7de37d17497467e952b3eca430fb2d6906aeddbf6ec543,local,consumers
efca5543990864a321270f3b72ccd3307da6e7bb6430eccc9ce6a403a8c978e9,regional,businesses
1ad4816cf8662db54dab70da4d2579c960a719e1a9068c1660e045ca0618da5b,national,none
e0ecb681dc944e935dcc2bde62fe89cb8e0928eb1cbe05260dd2d0cf66144f34,national,consumers
2a9750a5a702eb330fa7556097db1064b838bb3b2d83a5930a0a845b5c2d97c0,local,consumers
be2a0df279180659495ad8a29c0f08f5717f894b8b8eb841847a2ba1c319ea9f,local,none
da0c8a319dfd7af152454c78cb5e7daab1c1b10a1f117ca98575086cbaaa25c6,local,consumers
ba316734cb518c64878b98f5729a938f047b95f25b77a1d96a7866bf6ee13b60,none,none
0853ea43ab17a8cbf6967839530a5c14a6b143ec43042b3bffe314b1339e95d4,regional,businesses
06441ef97df29eb95737ff893ce87bd0c6de85cfc97b673ad91c66d096ffdb83,national,consumers
6e238bbee88e3ef342d24e714758edc06f44e0b3cad35a7274211204f9d61dc6,none,none
f171cb1674b04c97515ca8363be5bfc19eff1203ee92617dac761dc06846f321,local,none
1dd81803b6bb4079845f56dbc41defa221f91167ca5edda0e4f53c057e1cbc3e,none,consumers
062d10d94f0649917dae2bd23c363d356759b229de73676f61beca0a80774e05,local,businesses
b2d4b76bfff50a834d387c402c31d48e8d3ba295939ac7453e8dfc43a0f6dda9,none,none
b415496bff539a162448792224908385dea8df4f219f6994da033fc5456f0549,local,businesses
d74513588dee9d7b3f4d20bd4c77684c36810b0952d8cd346779a3fc2aafb9e7,national,consumers
a57987c99b57cad8b254890ce3f4a61e8b0a34509e0399c99c9234c8e2fb7627,none,none
3516792111ab8805b27d342d83c43e472804657b170d88655dde50406731688b,local,consumers
1d9cbb16db8941e270e1960dbba386872c4762df6f2683f3fc37101d53b1edaf,local,consumers
03d463996cf14b4d04cd7c1dd52d6c890209ed3702cff80adf052fd8b786343c,local,none
64b20e44577f11bf2a565e455003e8c53f678eee7f1b3eaf33b49656ee1d1706,none,none
89ef71641549400880f744532d5100ef56e9a43bb4b529e0d7846458c598d03a,regional,businesses
67aa9e8305e39d510d8000e50ba979a3c86a4f781262c0ac37864af59a196ae6,none,consumers
af01afe39a75d6af0540bca10ba11084becc7b317ecb0484aad5ac25a34912e1,national,consumers
793a94193b2319b993f0debe67ebdb529f91f17a7b71522f4688e6082f47a4a0,local,consumers
5adbcaf3b5f8c144368ac7cf21cc2dd310f94cbfe656aedcfb76c18e073b15ac,none,none
c7a09283c7c5c612b0ae805171d55edda7a2da039cfe6c925ff2b5c6ca83339a,local,consumers
34dfd443c7d51125f780ea39fc07143ff33045831af6890b0d535be67a882dbe,none,consumers
683240926d44e1fb7a51b57442c2c32412a22fb16219f5aecedb3fbf0e7f11ad,none,none
9e5efa9d16a4820d1c9083b60b4919e090647b88f77bd003efbeb5a1674bd923,none,none
bd0fa5dc319f19058f083128164e032947c7fe442620d73dd1b7f7de0a5cbcbd,local,consumers
ea38e2706d0a7cdc3c3640e70987e72c8b0aee5fd0d807b05dcb2ab7254e6aef,local,consumers
d1d77737c5fd708e3c12e0463a09dce611a3a323342b3df4d5a205f83a191a07,national,businesses
87053267144599d5143a76fa94eca5e6e0bdd6147690e0ee451ed805f964b809,regional,consumers
0d873f417bdaca87d7963eb7c351178cb36b403f43953c51c0c92615f8251936,none,none
7690d85e99006d2c63aab2cc21675325568abbb1d7797c13e6280e7d730fadeb,local,none
18379d5bad23da6e32dc50167f8bbdc415cc83deeec2bbbe950bb006e596cba5,local,consumers
5e54e89a938b3dc5adcc16fff11cd5d8b9fa1b7c7ef729cfe4a8a5ecdf557983,local,consumers
c1496a5a62075fe7639e92c17ec0cc465cecedd1d5dbbf7bc4ceb94b7a5f9d8e,local,none
73379e80fc6fceee6659fe3251af69c7539604724b5a8b2b21566fc159b1b5d2,local,consumers
1a65701f7f8880faab0d787ea4daf6771b99ac034179105685ca7428b7eef165,local,none
43a17c7e653a2d00dfda1752179c73eb67e790fdf287973721c36806f2ced1f3,local,consumers
7f2ec11c37dd769e75368e09e97dc0fa084cfdc4b40562eb1d5fc0629d8af16e,none,businesses
acc9456ce30354062435dd7e1d761231411719d3524682ff0a28cb516ae43633,national,consumers
0ab65372be32a990f81161bdd9ca6dda681e121a9cdb44e0da4b62b56606545a,local,consumers
8f828db73e984367eec3aeb490b635d539e9d031dc773dc061bc00372e508aef,regional,businesses
0aaceaf759097d5d03999696d94f6b6156f02b4fea0eb201e0a9c70b4f7d856d,none,none
ed42b0397ea1c540b266a0bae3cd9da63d709901a386c60dc9579db961f60ab5,national,none
d44b2b38d2f8370ac5eeebf7070746a2081399a14cbc6f0b5d867f11406c1193,local,none
96755e668d1c14e4e59ba03770cd0f99f2cb32717eead29340e289ce1f5a7b1b,local,consumers
7c9bbe8e3c1697852349ae61b517bc40e3050f629313f7e2c98a535ac460e577,regional,businesses
da897976922c4885fe00197277205754c7ac61c03700d5eb716121a8d29f19d4,national,consumers
3db265854b24b7133fb21b3c2c0d73456dae531d4b35ee526b8b61c61a96332b,none,none
03b48487aa16e85957286abdd53452129870094459fa10c96e2fbe4cd2f1c618,regional,businesses
15aaf1694bd912a1ce8337f4c6a970845e4350f6d5fed8757b35fb3fc22973d8,regional,businesses
695db0dda02b3d62ff621c7ed2c801e67f7ce070e5b6bf0c21c0ae1955f7cc83,national,consumers
f22af7fcafa91ceae488049a61897d5955c31ec476be36491e2ba6e80f90cac7,regional,consumers
d99e61c3dfd2765ef476dd7afcf44bac5b3811997e78a5c6f75ce8d5f24764af,regional,none
37c52203dc920a8ced12c61df5df5421d1e083af7957b69482352ac4a7ab3de4,none,none
573a423367ac824220b8203ded3ea85394d31530b0273029c282e11cbeefc783,none,none
e36ae192ed411e28261139622cf1620dd740bc12451d0a9f037c8952ad13ec6c,local,businesses
799e4e82dacf54a1ed56179fc1db064d5f4eca70798dd831f2ede76b45b8d840,none,none
1ace68750699f3d20c5f353ea62645b9b8f9ad20ef81cf45254c6a6fc6f60768,national,businesses
6d68f1ae4b80572153e4f6e51a4ec406bcadb3a8aea6566a73d304dc0ac5ae6f,local,consumers
456d38cd7ae5ff12c9ebb9e543cd4fb9c722468450ed37e7ced5487591848477,regional,consumers
f1240e496b4f7801e66e717f664d073b7ddd664a711f0c0ee46a59cae20d9056,local,consumers
eef83179801bdba1d1dc848d63118440c93c6cb2bd3a963d6da4363489619083,local,consumers
b20b8236a1dd92b73258bfd30073df162153e02bd897ea72cebf6f5bca8e7994,local,consumers
a68878b03f0d37d3fd536912828212aee56d9f8b17548417e4f28b965f9da800,none,none
b5eebc4055a9cdf8934acb691e11f899a3e668f8531f5f505485f953b26b5975,none,none
37af7a54b2b9c3dfd537d6be344870547889a8d52883f1dac133738ef39a72ef,regional,consumers
8cc27d5c94951611555b2e097d2f23697ed9cf9c405b28322eb48fc05d665a38,national,none
84cee4a29cfd9070c241e9b55a2ebc6ab5245f2382dd05058638cf849f85dfe8,regional,consumers
a5dd59070173ad16796c32d1e9bc67416a825605f23c1cc8dad1c761a68c7e5b,local,consumers
cd20a86589d02678b3ca55c60ee61466b4c33cecad4bfa0712050a91cb9433a1,none,none
00e93211711fd3cfbeeeb0a52e4fdf65d54357f030e4cd453bb1b99f7497f097,local,businesses
0645a3745a3bd39a7ca8febea197fe2d28f37a31d196e4913a7954d5374c72ac,none,none
fb8cdae17bded8465fa0f9e050b8fa50271d9a278a541600895d04d4efd7b593,none,none
85b3788740c98649aa147d577d52235356185be3f2584ac6c6c705869a270e23,local,consumers
069be22ce72f0ae2802a0300ea79d3a8183e027c4d3cb84f54ba0565311585be,national,businesses
73c0d4319ed47e03ce394330ab0d8e0e4ce41522c06e2c15a17bc756dbfbbe19,none,none
97daed32fcf7e74b5e83df02bbb12d03faab96e166451f06c2f9ea68026afd8f,local,consumers
f55a86a167c1b29218d8a9affa1c47d8e033b425f306f0ca1130166b118cabdf,local,none
6f388f07d82272cca4df48dbd811b6d396d20db3ee4e0219d6121f5a425cadc8,local,businesses
bb024b5589a58512758380fa90b6f26afc6224f1ea12b860d1a3f9ce22808505,none,none
049c111d835d3d87551ed4e99a3197d7e30952e2a648f1f93242546a0183ee31,national,consumers
3bd4dd34bcd069d8b023df43636906f58fc712a65b286b543d1f3116270007d2,local,consumers
ebc24ddef62c0ebcbd8038fda39c59f7a3c2a43c9da539a3495d252e30173afc,none,none
